n_task	metric	cos_err	iteration	roi	n_parcel
3	variance_mc	[0.8291085362434387, 0.7891674041748047, 0.8602198958396912, 0.8095158338546753, 0.8682478070259094, 0.7760257124900818, 0.719056248664856, 0.7534552812576294, 0.8863061666488647, 0.814971387386322, 0.6637633442878723, 0.7615850567817688, 0.6916972398757935, 0.8943697214126587, 0.8846031427383423, 0.7597222328186035, 0.8097931146621704, 0.8184548020362854, 0.7762104272842407, 0.7690379023551941, 0.8287057876586914, 0.8435600399971008, 0.8779316544532776, 0.8014769554138184]	21	all	24
3	log_det_mc	[0.8275201320648193, 0.8208857774734497, 0.8508175015449524, 0.8138440251350403, 0.8621123433113098, 0.7968456745147705, 0.7390653491020203, 0.7686066627502441, 0.8822779655456543, 0.8199893832206726, 0.72239750623703, 0.7665423154830933, 0.6977802515029907, 0.8318689465522766, 0.9116384387016296, 0.7607966661453247, 0.7927126884460449, 0.8009999990463257, 0.7981582880020142, 0.7804805636405945, 0.8345908522605896, 0.8570966720581055, 0.8675370812416077, 0.8077911138534546]	21	all	24
3	inverse_trace_mc	[0.8310470581054688, 0.7853384017944336, 0.8603404760360718, 0.8175550103187561, 0.8546941876411438, 0.7811939716339111, 0.7039484977722168, 0.7637773156166077, 0.868500292301178, 0.8203039169311523, 0.6702381372451782, 0.7706897258758545, 0.6985508799552917, 0.8351759910583496, 0.8716245889663696, 0.7547287940979004, 0.8037093877792358, 0.8031899929046631, 0.7706558108329773, 0.7796643376350403, 0.8245055675506592, 0.8374647498130798, 0.8666925430297852, 0.8078747391700745]	21	all	24
3	random	[0.9158826470375061, 0.7831548452377319, 0.8116395473480225, 0.793753981590271, 0.8331129550933838, 0.8498698472976685, 0.795152485370636, 0.7678950428962708, 0.9293913841247559, 0.810858964920044, 0.7174580097198486, 0.7982844710350037, 0.7672332525253296, 0.8574215769767761, 0.9124293327331543, 0.7787521481513977, 0.8270339369773865, 0.8193619251251221, 0.8102023601531982, 0.7701212167739868, 0.8582563996315002, 0.8143112063407898, 0.822903573513031, 0.8412196636199951]	22	all	24
3	variance	[0.8684273958206177, 0.8412735462188721, 0.8734976649284363, 0.7705121636390686, 0.8560351133346558, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8833678364753723, 0.8700715899467468, 0.7069004774093628, 0.7814491987228394, 0.7092939019203186, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.786444365978241, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	22	all	24
3	variance_mc	[0.8072216510772705, 0.7524473071098328, 0.833334743976593, 0.7039507031440735, 0.8132370114326477, 0.7643337845802307, 0.6492944955825806, 0.7100369334220886, 0.8745800852775574, 0.7515771389007568, 0.6236560940742493, 0.7369077801704407, 0.6520000100135803, 0.8004689812660217, 0.8821815252304077, 0.6651114821434021, 0.8701070547103882, 0.7554383873939514, 0.7475112080574036, 0.6891517639160156, 0.7983109951019287, 0.7994712591171265, 0.8799864649772644, 0.7962013483047485]	22	all	24
3	log_det_mc	[0.8185458183288574, 0.7328795790672302, 0.8274520039558411, 0.7072330713272095, 0.818401038646698, 0.7534509897232056, 0.6418814659118652, 0.7228083610534668, 0.8843932151794434, 0.757510244846344, 0.6256120800971985, 0.7248631715774536, 0.649179995059967, 0.8047429919242859, 0.8570625185966492, 0.642617404460907, 0.8165526390075684, 0.748112142086029, 0.746547520160675, 0.684963047504425, 0.7828094363212585, 0.8038161396980286, 0.8597060441970825, 0.748973548412323]	22	all	24
3	inverse_trace_mc	[0.8378204107284546, 0.8314552903175354, 0.8562963604927063, 0.8391197919845581, 0.857664942741394, 0.7962433099746704, 0.7057540416717529, 0.7410044074058533, 0.8911715745925903, 0.8116752505302429, 0.7084046602249146, 0.7869977355003357, 0.7083142995834351, 0.8897320032119751, 0.8875880241394043, 0.7452165484428406, 0.8119556307792664, 0.8018428087234497, 0.794495701789856, 0.7472692131996155, 0.8228538036346436, 0.8597862720489502, 0.8844577074050903, 0.8037449717521667]	22	all	24
3	random	[0.8207431435585022, 0.7829321622848511, 0.8338481187820435, 0.7735096216201782, 0.8465667366981506, 0.7907488942146301, 0.7213614583015442, 0.7500128746032715, 0.8875235915184021, 0.8016019463539124, 0.7134699821472168, 0.7664566040039062, 0.6886174082756042, 0.9019992351531982, 0.8860975503921509, 0.6843529939651489, 0.9022586941719055, 0.7860150337219238, 0.8069987297058105, 0.7218412756919861, 0.7734452486038208, 0.8154524564743042, 0.8319522738456726, 0.8523126244544983]	23	all	24
3	variance	[0.8684273958206177, 0.841145396232605, 0.8734976649284363, 0.770474374294281, 0.8560351133346558, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8833678364753723, 0.8700715899467468, 0.7069004774093628, 0.7813766598701477, 0.7092939019203186, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.7863425612449646, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	23	all	24
3	variance_mc	[0.8367928862571716, 0.7990964651107788, 0.8603232502937317, 0.7968857288360596, 0.8478502035140991, 0.7769303321838379, 0.6921449303627014, 0.759894073009491, 0.8689365386962891, 0.8061949610710144, 0.6730929613113403, 0.7730427384376526, 0.700960636138916, 0.8626888990402222, 0.8866713047027588, 0.7526362538337708, 0.801977276802063, 0.8010520339012146, 0.7800694108009338, 0.7733559608459473, 0.8327683806419373, 0.8337095975875854, 0.8749570846557617, 0.8033345937728882]	23	all	24
3	log_det_mc	[0.8316832184791565, 0.7993968725204468, 0.8503835201263428, 0.7883317470550537, 0.8571140170097351, 0.7725439071655273, 0.7029098868370056, 0.7603445053100586, 0.870128333568573, 0.8206408619880676, 0.6736969947814941, 0.7557983994483948, 0.6912280321121216, 0.8684374690055847, 0.8820508718490601, 0.7515786290168762, 0.8069290518760681, 0.7952303886413574, 0.8002120852470398, 0.771957516670227, 0.8341209888458252, 0.8462675213813782, 0.8699595928192139, 0.79713374376297]	23	all	24
3	inverse_trace_mc	[0.8330418467521667, 0.789383590221405, 0.8500074744224548, 0.8110783696174622, 0.849398672580719, 0.7776874899864197, 0.7079972624778748, 0.7570561170578003, 0.8805156350135803, 0.8106721639633179, 0.686883270740509, 0.7736538648605347, 0.6930946111679077, 0.8321967720985413, 0.8827430009841919, 0.7450441122055054, 0.8096263408660889, 0.8016284704208374, 0.7746610045433044, 0.7777090072631836, 0.8252378702163696, 0.8343132138252258, 0.8655549883842468, 0.8039568662643433]	23	all	24
3	random	[0.8179055452346802, 0.7373753190040588, 0.8431249260902405, 0.7475968599319458, 0.8192536234855652, 0.754883885383606, 0.681125819683075, 0.736541748046875, 0.8864828944206238, 0.786320686340332, 0.6578825116157532, 0.7847884297370911, 0.7069888710975647, 0.8414626717567444, 0.9054290652275085, 0.7102402448654175, 0.8305184245109558, 0.724139392375946, 0.7738213539123535, 0.7160227298736572, 0.7545447945594788, 0.7560582756996155, 0.8589156866073608, 0.8387198448181152]	24	all	24
3	variance	[0.8684273958206177, 0.841145396232605, 0.8734976649284363, 0.7705121636390686, 0.8560351133346558, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8833678364753723, 0.8700715899467468, 0.7069004774093628, 0.7814491987228394, 0.709303081035614, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.7863425612449646, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	24	all	24
3	variance_mc	[0.8384938836097717, 0.8245311975479126, 0.8409672975540161, 0.7779467105865479, 0.8489412069320679, 0.7972593307495117, 0.7023194432258606, 0.762947678565979, 0.8802322745323181, 0.8123258352279663, 0.6851050853729248, 0.7830309867858887, 0.6949043869972229, 0.8496044874191284, 0.9263852834701538, 0.7453357577323914, 0.7821118831634521, 0.7789176106452942, 0.7792147994041443, 0.7534271478652954, 0.8348431587219238, 0.8265062570571899, 0.8824761509895325, 0.810884416103363]	24	all	24
3	log_det_mc	[0.8309336304664612, 0.7714120745658875, 0.8387728333473206, 0.7895677089691162, 0.8503386378288269, 0.7695529460906982, 0.6929168701171875, 0.7559441924095154, 0.8751949667930603, 0.8116554021835327, 0.6653281450271606, 0.7690778374671936, 0.699253499507904, 0.8989067673683167, 0.9117594957351685, 0.7250584959983826, 0.7854518294334412, 0.7852270007133484, 0.7717673182487488, 0.7533007860183716, 0.8328863978385925, 0.8251351118087769, 0.8796241879463196, 0.7981744408607483]	24	all	24
3	inverse_trace_mc	[0.8276284337043762, 0.7868804931640625, 0.8422056436538696, 0.7943878173828125, 0.8544444441795349, 0.7738353610038757, 0.7293002009391785, 0.7499270439147949, 0.8756354451179504, 0.8221558332443237, 0.712365984916687, 0.782139778137207, 0.6862608194351196, 0.8887172341346741, 0.8947270512580872, 0.7377892732620239, 0.7774495482444763, 0.7880672216415405, 0.7685743570327759, 0.7542376518249512, 0.830647349357605, 0.8325355648994446, 0.8818733096122742, 0.8083524107933044]	24	all	24
3	random	[0.8333621621131897, 0.7707375884056091, 0.8268982172012329, 0.7442176342010498, 0.8264995217323303, 0.7668259739875793, 0.714370608329773, 0.7671232223510742, 0.9011278748512268, 0.8212003707885742, 0.7623055577278137, 0.742798924446106, 0.689833402633667, 0.8571170568466187, 0.9207797646522522, 0.6990381479263306, 0.8564553260803223, 0.8119958639144897, 0.8045139908790588, 0.7669211626052856, 0.7872810959815979, 0.8145437240600586, 0.8610345721244812, 0.8511077165603638]	25	all	24
3	variance	[0.8684273958206177, 0.841145396232605, 0.8734976649284363, 0.7705121636390686, 0.8560351133346558, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8833678364753723, 0.8700715899467468, 0.7069004774093628, 0.7813766598701477, 0.709303081035614, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.7863425612449646, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	25	all	24
3	variance_mc	[0.83609938621521, 0.8238440155982971, 0.8759095072746277, 0.8131713271141052, 0.8585954308509827, 0.7898637652397156, 0.7175369262695312, 0.7591086030006409, 0.8812142610549927, 0.8083057999610901, 0.66752028465271, 0.7748554944992065, 0.6874775290489197, 0.82707679271698, 0.8970363140106201, 0.7592658996582031, 0.8006697297096252, 0.7976515293121338, 0.7838470339775085, 0.7769268751144409, 0.8375085592269897, 0.8485150933265686, 0.8626151084899902, 0.8021602630615234]	25	all	24
3	log_det_mc	[0.8258693814277649, 0.7911187410354614, 0.8619710803031921, 0.8141959309577942, 0.8450067639350891, 0.7846161127090454, 0.7122043371200562, 0.7596848011016846, 0.8768273591995239, 0.8047280311584473, 0.6818315982818604, 0.7921855449676514, 0.6969236731529236, 0.8775020837783813, 0.9030176997184753, 0.7537457942962646, 0.8075927495956421, 0.808549165725708, 0.7700093388557434, 0.7659229040145874, 0.8340495228767395, 0.8224474191665649, 0.8603619933128357, 0.8080270886421204]	25	all	24
3	inverse_trace_mc	[0.8373411893844604, 0.8110970258712769, 0.8670562505722046, 0.8080171942710876, 0.8548393249511719, 0.7781969904899597, 0.7106763124465942, 0.7545132040977478, 0.8709646463394165, 0.8068329095840454, 0.6770524978637695, 0.7742394208908081, 0.7009611129760742, 0.8287753462791443, 0.894814670085907, 0.7473406195640564, 0.8050166368484497, 0.7855218052864075, 0.7835003733634949, 0.7656023502349854, 0.8372067809104919, 0.8386006355285645, 0.8710227608680725, 0.8048156499862671]	25	all	24
3	random	[0.8679050803184509, 0.8869245648384094, 0.8526114821434021, 0.87948077917099, 0.889110267162323, 0.826016902923584, 0.7921676635742188, 0.8141990303993225, 0.9361974000930786, 0.8935177326202393, 0.8187630772590637, 0.8199935555458069, 0.8377638459205627, 0.9609848856925964, 0.9377173781394958, 0.8141846060752869, 0.9234271049499512, 0.8344660401344299, 0.8452757000923157, 0.8342275023460388, 0.8078104853630066, 0.8869889378547668, 0.9046010971069336, 0.8655566573143005]	26	all	24
3	variance	[0.8684273958206177, 0.841145396232605, 0.8734976649284363, 0.770474374294281, 0.8560351133346558, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8833678364753723, 0.8700715899467468, 0.7068501114845276, 0.7814491987228394, 0.7092939019203186, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.7863425612449646, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	26	all	24
3	variance_mc	[0.8291562795639038, 0.8139740228652954, 0.8669321537017822, 0.8041805624961853, 0.8498879075050354, 0.7816933393478394, 0.7290128469467163, 0.7671288251876831, 0.8822903037071228, 0.8069848418235779, 0.6699105501174927, 0.7763770818710327, 0.6934877634048462, 0.8778742551803589, 0.9208785891532898, 0.7484514713287354, 0.8067864775657654, 0.8168409466743469, 0.7831484079360962, 0.767095685005188, 0.8388633728027344, 0.8365913033485413, 0.874607503414154, 0.8034924864768982]	26	all	24
3	log_det_mc	[0.8314756155014038, 0.8343604207038879, 0.8680544495582581, 0.7955074906349182, 0.8452430963516235, 0.7824547290802002, 0.7013868093490601, 0.7661576867103577, 0.8771422505378723, 0.8174284100532532, 0.6662111282348633, 0.7653982639312744, 0.6938057541847229, 0.8228136301040649, 0.911515474319458, 0.7652102112770081, 0.8045589923858643, 0.7857475876808167, 0.8147578239440918, 0.7706578373908997, 0.8307163119316101, 0.8428665995597839, 0.8684214949607849, 0.7960668802261353]	26	all	24
3	inverse_trace_mc	[0.826726496219635, 0.8042320013046265, 0.8611831665039062, 0.797249972820282, 0.8314710855484009, 0.7737884521484375, 0.7067978978157043, 0.7633352279663086, 0.873042106628418, 0.8128576874732971, 0.6586954593658447, 0.7501010894775391, 0.6916576623916626, 0.8283358812332153, 0.8915971517562866, 0.7615651488304138, 0.8129284977912903, 0.7908865809440613, 0.7810494303703308, 0.7720603346824646, 0.8267951011657715, 0.8479698896408081, 0.8700807690620422, 0.797114372253418]	26	all	24
3	random	[0.8041598796844482, 0.8070343732833862, 0.860002875328064, 0.789964497089386, 0.8368824124336243, 0.7892809510231018, 0.6985681056976318, 0.7885196208953857, 0.8882620930671692, 0.816365122795105, 0.693109393119812, 0.7962437868118286, 0.7311971187591553, 0.8674031496047974, 0.8836135268211365, 0.7544392347335815, 0.8508245944976807, 0.7849072217941284, 0.8058736324310303, 0.8396691083908081, 0.818550705909729, 0.8471235036849976, 0.9042989611625671, 0.8265060782432556]	27	all	24
3	variance	[0.8320598006248474, 0.7994651198387146, 0.8690949082374573, 0.7888634204864502, 0.8710471987724304, 0.7596115469932556, 0.7517407536506653, 0.755912184715271, 0.8900894522666931, 0.8113245964050293, 0.6722182035446167, 0.7713256478309631, 0.7016316056251526, 0.8296124339103699, 0.8850391507148743, 0.7087064385414124, 0.8193286061286926, 0.8107284903526306, 0.7684305906295776, 0.7718462347984314, 0.8215845227241516, 0.81217360496521, 0.872955322265625, 0.8338144421577454]	27	all	24
3	variance_mc	[0.8367785215377808, 0.7957506775856018, 0.8593587279319763, 0.8111436367034912, 0.8375915884971619, 0.7833248376846313, 0.7118321657180786, 0.757773220539093, 0.8712841272354126, 0.8081786036491394, 0.6927180290222168, 0.7627905607223511, 0.6984546780586243, 0.8319443464279175, 0.8857563138008118, 0.7458846569061279, 0.8081997632980347, 0.8000300526618958, 0.7753483057022095, 0.7728211879730225, 0.8340312242507935, 0.8292757272720337, 0.8701068758964539, 0.802270233631134]	27	all	24
3	log_det_mc	[0.8355097770690918, 0.8087577223777771, 0.8674524426460266, 0.8024541735649109, 0.869336724281311, 0.7860727310180664, 0.6987388730049133, 0.7550088167190552, 0.8735679984092712, 0.8173542618751526, 0.6680893898010254, 0.764815628528595, 0.6866450309753418, 0.8297547101974487, 0.9047567248344421, 0.7539464831352234, 0.7995291948318481, 0.8023664355278015, 0.7948607802391052, 0.7690029740333557, 0.8434513807296753, 0.845530092716217, 0.8644272685050964, 0.8055310249328613]	27	all	24
3	inverse_trace_mc	[0.8329129219055176, 0.7938288450241089, 0.8649419546127319, 0.8148897290229797, 0.8423077464103699, 0.7728908061981201, 0.7148708701133728, 0.7665187120437622, 0.8708456158638, 0.8178697228431702, 0.6605197787284851, 0.7606585025787354, 0.6827840805053711, 0.8246610164642334, 0.8867273330688477, 0.7493137717247009, 0.8027268052101135, 0.8028446435928345, 0.7720049619674683, 0.7774185538291931, 0.8267751336097717, 0.8502752780914307, 0.8684425950050354, 0.8040122389793396]	27	all	24
3	random	[0.816198468208313, 0.7751923203468323, 0.8250628113746643, 0.6830581426620483, 0.8092157244682312, 0.7521981596946716, 0.6687390208244324, 0.7341979146003723, 0.8791438937187195, 0.7654381990432739, 0.649390459060669, 0.7369962334632874, 0.6613126397132874, 0.8169432878494263, 0.8813626766204834, 0.7077065110206604, 0.7726473808288574, 0.7372191548347473, 0.7770276069641113, 0.6929478049278259, 0.7909606099128723, 0.7618927955627441, 0.8735436201095581, 0.7919479608535767]	28	all	24
3	variance	[0.8684273958206177, 0.841145396232605, 0.8734976649284363, 0.7705121636390686, 0.8560351133346558, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8833645582199097, 0.8700715899467468, 0.7069004774093628, 0.7813766598701477, 0.7092939019203186, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.7863425612449646, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	28	all	24
3	variance_mc	[0.8304692506790161, 0.7926910519599915, 0.8598160147666931, 0.806829571723938, 0.853013813495636, 0.7749302983283997, 0.7017620205879211, 0.7607883214950562, 0.8687951564788818, 0.8177082538604736, 0.670520544052124, 0.7559543251991272, 0.6965419054031372, 0.8386391401290894, 0.8877009153366089, 0.7506083846092224, 0.8135692477226257, 0.8060585856437683, 0.7726589441299438, 0.7780119180679321, 0.8296216130256653, 0.8538215160369873, 0.8674128651618958, 0.7972726225852966]	28	all	24
3	log_det_mc	[0.8277058601379395, 0.8031437993049622, 0.8631842732429504, 0.8108590841293335, 0.8573870062828064, 0.7975523471832275, 0.7037338018417358, 0.7567610740661621, 0.872964084148407, 0.8208632469177246, 0.6688914895057678, 0.7719238996505737, 0.6872193813323975, 0.8307470679283142, 0.8991159200668335, 0.7564719319343567, 0.826648473739624, 0.7878941297531128, 0.8103668093681335, 0.7677709460258484, 0.8328821659088135, 0.8528021574020386, 0.8653842210769653, 0.8000142574310303]	28	all	24
3	inverse_trace_mc	[0.8375632762908936, 0.7934765815734863, 0.8691588640213013, 0.7970303893089294, 0.8525042533874512, 0.7780786156654358, 0.6832172274589539, 0.7572463750839233, 0.8676114082336426, 0.8025748133659363, 0.6542049050331116, 0.777453601360321, 0.697182834148407, 0.8329085111618042, 0.8876248002052307, 0.7637678980827332, 0.8057559728622437, 0.7787555456161499, 0.7819439172744751, 0.7659420371055603, 0.8386207818984985, 0.8280858993530273, 0.8724176287651062, 0.7957616448402405]	28	all	24
3	random	[0.8705618977546692, 0.8535070419311523, 0.8538068532943726, 0.8555864095687866, 0.8979589343070984, 0.845618486404419, 0.7765275239944458, 0.829717218875885, 0.9494250416755676, 0.8963075876235962, 0.7798168063163757, 0.8131005167961121, 0.8551523089408875, 0.9405828714370728, 0.9706557393074036, 0.818170964717865, 0.944083034992218, 0.8335798978805542, 0.8491230607032776, 0.8318395614624023, 0.8129069805145264, 0.8991531133651733, 0.916375994682312, 0.8607386350631714]	29	all	24
3	variance	[0.8684273958206177, 0.841145396232605, 0.8734976649284363, 0.7705121636390686, 0.8560351133346558, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8834006786346436, 0.8700715899467468, 0.7069004774093628, 0.7814491987228394, 0.7092939019203186, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.7863425612449646, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	29	all	24
3	variance_mc	[0.8393712043762207, 0.7997080087661743, 0.8622916340827942, 0.8125040531158447, 0.8576835989952087, 0.7713831663131714, 0.7263953685760498, 0.753981351852417, 0.8855848908424377, 0.8072390556335449, 0.6802711486816406, 0.7668443322181702, 0.6989341974258423, 0.8388669490814209, 0.8844578266143799, 0.7527475357055664, 0.8068599104881287, 0.8196070194244385, 0.7722017168998718, 0.7716591954231262, 0.833655059337616, 0.8252357840538025, 0.8755578994750977, 0.8061201572418213]	29	all	24
3	log_det_mc	[0.8300442099571228, 0.7959067225456238, 0.8581656813621521, 0.8106329441070557, 0.865453839302063, 0.7738326787948608, 0.7350032925605774, 0.75791335105896, 0.8835198879241943, 0.8158434629440308, 0.6910091638565063, 0.7745375633239746, 0.6923123002052307, 0.8618036508560181, 0.8929557800292969, 0.7450720071792603, 0.7919948101043701, 0.8046253323554993, 0.7724258899688721, 0.7790622711181641, 0.8248512148857117, 0.8525604605674744, 0.8760067820549011, 0.8048532605171204]	29	all	24
3	inverse_trace_mc	[0.8368083834648132, 0.7948575615882874, 0.8536748886108398, 0.8223018646240234, 0.843823254108429, 0.7760825157165527, 0.7242777347564697, 0.7623899579048157, 0.8745059967041016, 0.8165742754936218, 0.698659360408783, 0.7624635100364685, 0.6877769827842712, 0.824465811252594, 0.8836208581924438, 0.7426444888114929, 0.80655437707901, 0.8075852990150452, 0.7694858908653259, 0.7738216519355774, 0.8308769464492798, 0.8425096869468689, 0.8701073527336121, 0.8023697137832642]	29	all	24
3	random	[0.8137395977973938, 0.8701242804527283, 0.8705448508262634, 0.7980778217315674, 0.8870351314544678, 0.8230876922607422, 0.7522164583206177, 0.7902848720550537, 0.8686437606811523, 0.8381106853485107, 0.7380425333976746, 0.8127285242080688, 0.7559137940406799, 0.9420754313468933, 0.9256848692893982, 0.8162510395050049, 0.8886208534240723, 0.7833854556083679, 0.8103466629981995, 0.7990612983703613, 0.8417066931724548, 0.8661792874336243, 0.858589768409729, 0.8812811970710754]	30	all	24
3	variance	[0.8320598006248474, 0.7994651198387146, 0.8690949082374573, 0.7888634204864502, 0.8710471987724304, 0.7596115469932556, 0.7517407536506653, 0.755912184715271, 0.8900894522666931, 0.8113245964050293, 0.6722182035446167, 0.7713256478309631, 0.7016316056251526, 0.8296124339103699, 0.8850391507148743, 0.7087064385414124, 0.8193286061286926, 0.8107284903526306, 0.7684305906295776, 0.7718462347984314, 0.8215845227241516, 0.81217360496521, 0.872955322265625, 0.8338144421577454]	30	all	24
3	variance_mc	[0.8354062438011169, 0.7963705658912659, 0.8642827868461609, 0.8069651126861572, 0.8559788465499878, 0.7770673632621765, 0.703594982624054, 0.7608488202095032, 0.8775043487548828, 0.8160091042518616, 0.6683985590934753, 0.7660508751869202, 0.695378839969635, 0.8469842672348022, 0.8897070288658142, 0.7512566447257996, 0.8101317286491394, 0.8036594986915588, 0.7771404385566711, 0.7849511504173279, 0.8305597305297852, 0.8385145664215088, 0.871834397315979, 0.8059024214744568]	30	all	24
3	log_det_mc	[0.8293728232383728, 0.82816082239151, 0.858203113079071, 0.7833621501922607, 0.8443362712860107, 0.780476987361908, 0.7047565579414368, 0.7665128707885742, 0.8753664493560791, 0.8158602714538574, 0.6870712041854858, 0.7743972539901733, 0.6928192377090454, 0.8316136002540588, 0.8954330086708069, 0.7565786838531494, 0.8071138858795166, 0.7936761975288391, 0.7902613282203674, 0.7719024419784546, 0.8354003429412842, 0.8354864120483398, 0.8689957857131958, 0.8034954071044922]	30	all	24
3	inverse_trace_mc	[0.8303973078727722, 0.8082684874534607, 0.8711951971054077, 0.8028547763824463, 0.858143150806427, 0.7736789584159851, 0.705068051815033, 0.7555280923843384, 0.8794764280319214, 0.8097527623176575, 0.6598104238510132, 0.7804039716720581, 0.7001816630363464, 0.8722255229949951, 0.8790072202682495, 0.7603490352630615, 0.80727618932724, 0.8160632252693176, 0.7743518948554993, 0.7680515050888062, 0.8325385451316833, 0.8215070962905884, 0.8625291585922241, 0.7989935278892517]	30	all	24
3	random	[0.8900040984153748, 0.8600507378578186, 0.8670650720596313, 0.7598575949668884, 0.870891809463501, 0.800299882888794, 0.7799789905548096, 0.777018129825592, 0.9008046984672546, 0.8275441527366638, 0.6771625280380249, 0.7882695198059082, 0.723405659198761, 0.8600824475288391, 0.9162287712097168, 0.7680888772010803, 0.8206649422645569, 0.8033233880996704, 0.7985734343528748, 0.7938706278800964, 0.8584205508232117, 0.849069356918335, 0.9079252481460571, 0.8111206293106079]	31	all	24
3	variance	[0.8320598006248474, 0.7994651198387146, 0.8690949082374573, 0.7888634204864502, 0.8710471987724304, 0.7596115469932556, 0.7517407536506653, 0.755912184715271, 0.8900894522666931, 0.8113245964050293, 0.6722182035446167, 0.7713256478309631, 0.7016316056251526, 0.8296124339103699, 0.8850391507148743, 0.7087064385414124, 0.8193286061286926, 0.8107284903526306, 0.7684305906295776, 0.7718462347984314, 0.8215845227241516, 0.81217360496521, 0.872955322265625, 0.8338144421577454]	31	all	24
3	variance_mc	[0.8343374729156494, 0.7946738004684448, 0.8338016867637634, 0.8071251511573792, 0.8486347794532776, 0.7825303077697754, 0.7267263531684875, 0.7540760636329651, 0.8791460990905762, 0.8224897980690002, 0.7050114274024963, 0.7651011347770691, 0.6891993284225464, 0.8260366916656494, 0.911571741104126, 0.734205961227417, 0.7890337109565735, 0.791664719581604, 0.7627697587013245, 0.7526201605796814, 0.8199504613876343, 0.8457028865814209, 0.8815079927444458, 0.8008102178573608]	31	all	24
3	log_det_mc	[0.8280632495880127, 0.7917174100875854, 0.8416803479194641, 0.7872345447540283, 0.8524317741394043, 0.7727794051170349, 0.6851364374160767, 0.7543870210647583, 0.8679801225662231, 0.8210898637771606, 0.6593311429023743, 0.7813286185264587, 0.7037198543548584, 0.8483880162239075, 0.8949227333068848, 0.7435385584831238, 0.7858743667602539, 0.7831704616546631, 0.7705432772636414, 0.7500967979431152, 0.8215584754943848, 0.8294995427131653, 0.8680604100227356, 0.7925012707710266]	31	all	24
3	inverse_trace_mc	[0.8266392350196838, 0.8219362497329712, 0.838211715221405, 0.7817566990852356, 0.8449238538742065, 0.7948196530342102, 0.6934489011764526, 0.7633371353149414, 0.8867044448852539, 0.8240541219711304, 0.6917202472686768, 0.7807304859161377, 0.6891403794288635, 0.8300458788871765, 0.9303790926933289, 0.7538273334503174, 0.7862800359725952, 0.7785966992378235, 0.7876749038696289, 0.7511492967605591, 0.8279497623443604, 0.8475685715675354, 0.8805022239685059, 0.8025292754173279]	31	all	24
3	random	[0.8811826109886169, 0.8320001363754272, 0.8479723930358887, 0.839742124080658, 0.8976240754127502, 0.8543853759765625, 0.7468653321266174, 0.7867757081985474, 0.8862051963806152, 0.8774200677871704, 0.7641482949256897, 0.7826951742172241, 0.7206404805183411, 0.8990684151649475, 0.9020566344261169, 0.7702094316482544, 0.880899965763092, 0.8257268071174622, 0.8018197417259216, 0.7876940369606018, 0.8117203116416931, 0.8331027626991272, 0.8516113758087158, 0.8388563990592957]	32	all	24
3	variance	[0.8684273958206177, 0.841145396232605, 0.8734976649284363, 0.7705121636390686, 0.8560351133346558, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8834006786346436, 0.8700715899467468, 0.7069004774093628, 0.7814491987228394, 0.7092939019203186, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.7863425612449646, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	32	all	24
