n_task	metric	cos_err	iteration	roi	n_parcel
3	variance_mc	[0.837873101234436, 0.8027448058128357, 0.8650105595588684, 0.7964146733283997, 0.8389248847961426, 0.777393639087677, 0.6995528340339661, 0.7607517242431641, 0.8739054203033447, 0.8099913001060486, 0.671732485294342, 0.7756012082099915, 0.6975007057189941, 0.8674829602241516, 0.8763839602470398, 0.766194224357605, 0.8041483759880066, 0.7906317710876465, 0.7781093120574951, 0.7688498497009277, 0.8320544362068176, 0.8292611241340637, 0.8725992441177368, 0.7923491597175598]	32	all	24
3	log_det_mc	[0.8387150168418884, 0.8255084753036499, 0.8735383152961731, 0.796082079410553, 0.8529065251350403, 0.7793893814086914, 0.7184609174728394, 0.7584564089775085, 0.8747923374176025, 0.8020036816596985, 0.6790286302566528, 0.7768412232398987, 0.699356198310852, 0.8297552466392517, 0.89618980884552, 0.7614262104034424, 0.7973899245262146, 0.7819819450378418, 0.7728570699691772, 0.771757960319519, 0.8375669717788696, 0.8400598168373108, 0.8738134503364563, 0.808497965335846]	32	all	24
3	inverse_trace_mc	[0.8263269662857056, 0.8016808032989502, 0.8663884401321411, 0.8158575892448425, 0.8592637181282043, 0.7734989523887634, 0.7474567890167236, 0.756564736366272, 0.88157057762146, 0.8030810952186584, 0.6651437282562256, 0.7707021236419678, 0.6969209909439087, 0.8766913414001465, 0.885723888874054, 0.7505132555961609, 0.8075865507125854, 0.8175724744796753, 0.7695927023887634, 0.7735024094581604, 0.8262163400650024, 0.8324457406997681, 0.8662504553794861, 0.8073464035987854]	32	all	24
3	random	[0.9106438755989075, 0.8083001971244812, 0.8915510177612305, 0.8048850297927856, 0.8413457870483398, 0.7743259072303772, 0.7168348431587219, 0.8023521900177002, 0.8423191905021667, 0.8567231893539429, 0.7079938650131226, 0.8255796432495117, 0.7013641595840454, 0.8474676012992859, 0.8955942392349243, 0.8008084297180176, 0.8532754182815552, 0.7725704312324524, 0.7794020175933838, 0.788226306438446, 0.8527297377586365, 0.8288155198097229, 0.870627760887146, 0.7678998708724976]	33	all	24
3	variance	[0.8684273958206177, 0.841145396232605, 0.8734976649284363, 0.7705121636390686, 0.8560351133346558, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8833678364753723, 0.8700715899467468, 0.7069004774093628, 0.7814491987228394, 0.7092939019203186, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.7863425612449646, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	33	all	24
3	variance_mc	[0.8300409317016602, 0.8039707541465759, 0.854087233543396, 0.8088719248771667, 0.8546708822250366, 0.7808319330215454, 0.7161527276039124, 0.7591574192047119, 0.8857889175415039, 0.8119663596153259, 0.688065230846405, 0.793563723564148, 0.6953378915786743, 0.848901093006134, 0.8806811571121216, 0.752659022808075, 0.8117112517356873, 0.7960411906242371, 0.7732877731323242, 0.7724348902702332, 0.823978066444397, 0.8242335915565491, 0.8633573651313782, 0.8019187450408936]	33	all	24
3	log_det_mc	[0.8365153670310974, 0.821456253528595, 0.8752873539924622, 0.7941898107528687, 0.8482003211975098, 0.7789523005485535, 0.698482871055603, 0.7667008638381958, 0.870673656463623, 0.809352457523346, 0.6638033986091614, 0.7751763463020325, 0.6921288967132568, 0.821601927280426, 0.8994591236114502, 0.7688620686531067, 0.7949200868606567, 0.779956579208374, 0.78982013463974, 0.7697526812553406, 0.8390259742736816, 0.8423430919647217, 0.8724626898765564, 0.8112655282020569]	33	all	24
3	inverse_trace_mc	[0.8336708545684814, 0.7839312553405762, 0.8657050132751465, 0.8107487559318542, 0.8605039715766907, 0.776662290096283, 0.7007410526275635, 0.7583176493644714, 0.875879168510437, 0.8074167370796204, 0.6475896835327148, 0.7644028067588806, 0.7097841501235962, 0.8445177674293518, 0.8948848843574524, 0.750717043876648, 0.8000655770301819, 0.81102454662323, 0.7673890590667725, 0.77800452709198, 0.8181876540184021, 0.8438364863395691, 0.877468466758728, 0.8065521121025085]	33	all	24
3	random	[0.8666767477989197, 0.8146482110023499, 0.8468477725982666, 0.7771590352058411, 0.8692351579666138, 0.8503984808921814, 0.8123120069503784, 0.7544431090354919, 0.8794376850128174, 0.8282865881919861, 0.7011746764183044, 0.7900936007499695, 0.7186297178268433, 0.8432189226150513, 0.919049084186554, 0.7024337649345398, 0.803708016872406, 0.7960615754127502, 0.7979495525360107, 0.7537370920181274, 0.8279072642326355, 0.856586754322052, 0.8375477194786072, 0.8506680130958557]	34	all	24
3	variance	[0.8320598006248474, 0.7994651198387146, 0.8690949082374573, 0.7888634204864502, 0.8710471987724304, 0.7596115469932556, 0.7517407536506653, 0.755912184715271, 0.8900894522666931, 0.8113245964050293, 0.6722182035446167, 0.7713256478309631, 0.7016316056251526, 0.8296124339103699, 0.8850391507148743, 0.7087064385414124, 0.8193286061286926, 0.8107284903526306, 0.7684305906295776, 0.7718462347984314, 0.8215845227241516, 0.81217360496521, 0.872955322265625, 0.8338144421577454]	34	all	24
3	variance_mc	[0.8338848352432251, 0.8011243343353271, 0.8727253675460815, 0.8158376216888428, 0.8420990705490112, 0.7704275250434875, 0.7276996970176697, 0.7557259798049927, 0.8722739219665527, 0.8016490936279297, 0.6749191880226135, 0.7629187703132629, 0.6999998092651367, 0.8547455668449402, 0.898783266544342, 0.7441072463989258, 0.8026444911956787, 0.8062200546264648, 0.7755742073059082, 0.7721472382545471, 0.8284587264060974, 0.8415866494178772, 0.8713583946228027, 0.8049892783164978]	34	all	24
3	log_det_mc	[0.8389331102371216, 0.8046520948410034, 0.8609375953674316, 0.7970286011695862, 0.8687945008277893, 0.7746257185935974, 0.6961981058120728, 0.765428364276886, 0.8741374611854553, 0.8152199983596802, 0.672128438949585, 0.757869303226471, 0.6868589520454407, 0.8577542901039124, 0.882511556148529, 0.7607314586639404, 0.7961434721946716, 0.8073974251747131, 0.774958074092865, 0.7820331454277039, 0.8347938060760498, 0.8458417057991028, 0.8758742809295654, 0.8043733239173889]	34	all	24
3	inverse_trace_mc	[0.8269426822662354, 0.787246584892273, 0.8680535554885864, 0.8196535110473633, 0.8526945114135742, 0.7784565687179565, 0.7317876219749451, 0.7512795329093933, 0.8774706125259399, 0.8094832897186279, 0.6669622659683228, 0.769827663898468, 0.6965746283531189, 0.8698805570602417, 0.8870494365692139, 0.7521859407424927, 0.7965095639228821, 0.8055899739265442, 0.7724582552909851, 0.7738757133483887, 0.8193521499633789, 0.8308027386665344, 0.8695956468582153, 0.8038502335548401]	34	all	24
3	random	[0.8199048638343811, 0.74531090259552, 0.8278997540473938, 0.7191915512084961, 0.8478478193283081, 0.7583749890327454, 0.6752068996429443, 0.7393527030944824, 0.8909807205200195, 0.7661503553390503, 0.6618894338607788, 0.7493318319320679, 0.7115216851234436, 0.8859123587608337, 0.879764199256897, 0.6635921597480774, 0.7595118880271912, 0.7697178721427917, 0.7899564504623413, 0.7034820318222046, 0.8525838851928711, 0.8688708543777466, 0.8661184310913086, 0.8089779019355774]	35	all	24
3	variance	[0.8684273958206177, 0.8412735462188721, 0.8734976649284363, 0.7705121636390686, 0.8560351133346558, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8833645582199097, 0.8700715899467468, 0.7069004774093628, 0.7814491987228394, 0.709303081035614, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.7863425612449646, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	35	all	24
3	variance_mc	[0.8279182314872742, 0.8133936524391174, 0.8659923076629639, 0.8118143081665039, 0.8428353071212769, 0.7797945141792297, 0.7128060460090637, 0.7628366947174072, 0.886180579662323, 0.8035600781440735, 0.6609776020050049, 0.7842923402786255, 0.7020611763000488, 0.8639682531356812, 0.9127755165100098, 0.7500671744346619, 0.8041946291923523, 0.8087571263313293, 0.7795693278312683, 0.7623069286346436, 0.825172483921051, 0.8412908911705017, 0.8615128397941589, 0.7988747358322144]	35	all	24
3	log_det_mc	[0.83049476146698, 0.7950615882873535, 0.8667141795158386, 0.8182046413421631, 0.8652281761169434, 0.7878342866897583, 0.717936635017395, 0.7530621886253357, 0.8783636689186096, 0.8058181405067444, 0.6699094176292419, 0.7830200791358948, 0.7148323059082031, 0.8543069958686829, 0.8924097418785095, 0.7597566843032837, 0.7968816161155701, 0.808316171169281, 0.7717162370681763, 0.7684907913208008, 0.824883759021759, 0.8370663523674011, 0.8803625702857971, 0.7992663979530334]	35	all	24
3	inverse_trace_mc	[0.8395968079566956, 0.8010129332542419, 0.8721176981925964, 0.8099031448364258, 0.8448944687843323, 0.7795579433441162, 0.7129834890365601, 0.7573694586753845, 0.880118191242218, 0.8007761836051941, 0.6557254195213318, 0.772053599357605, 0.710047721862793, 0.8647815585136414, 0.8931552171707153, 0.7554106712341309, 0.8112174272537231, 0.8045339584350586, 0.7748868465423584, 0.769601583480835, 0.8298854231834412, 0.8350996971130371, 0.8694630265235901, 0.7986815571784973]	35	all	24
3	random	[0.8712306618690491, 0.8231454491615295, 0.8378814458847046, 0.8509092926979065, 0.8780637979507446, 0.8008447289466858, 0.7097729444503784, 0.7744571566581726, 0.9181808829307556, 0.8297934532165527, 0.6963582634925842, 0.8297790288925171, 0.7471218705177307, 0.9137616753578186, 0.9269753098487854, 0.791504442691803, 0.8544482588768005, 0.7812355756759644, 0.8172439336776733, 0.796237587928772, 0.8606996536254883, 0.875415563583374, 0.9207682013511658, 0.8267371654510498]	36	all	24
3	variance	[0.8684273958206177, 0.8412735462188721, 0.8734976649284363, 0.7705121636390686, 0.8560351133346558, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8833645582199097, 0.8700715899467468, 0.7068501114845276, 0.7813766598701477, 0.7092939019203186, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.7863425612449646, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	36	all	24
3	variance_mc	[0.8275688886642456, 0.8063132166862488, 0.8617605566978455, 0.7789507508277893, 0.8463160395622253, 0.7662075757980347, 0.6940575242042542, 0.76374351978302, 0.8702449202537537, 0.814449667930603, 0.6610717177391052, 0.7654720544815063, 0.6908165812492371, 0.8645391464233398, 0.8893091678619385, 0.7492758631706238, 0.8009185791015625, 0.804032564163208, 0.7733387351036072, 0.7678573727607727, 0.8307605981826782, 0.844744861125946, 0.873028576374054, 0.8038893938064575]	36	all	24
3	log_det_mc	[0.8256074786186218, 0.7952448129653931, 0.8671197295188904, 0.813946545124054, 0.8497630953788757, 0.7870662808418274, 0.7032313346862793, 0.7606296539306641, 0.8700626492500305, 0.8183183670043945, 0.6742587685585022, 0.7693659067153931, 0.69636470079422, 0.8443121910095215, 0.9097400903701782, 0.7596359252929688, 0.8128837943077087, 0.8233137130737305, 0.7725679874420166, 0.7735223770141602, 0.827095627784729, 0.8552115559577942, 0.8695719242095947, 0.8090362548828125]	36	all	24
3	inverse_trace_mc	[0.8402252793312073, 0.7996070384979248, 0.8672158718109131, 0.8177258968353271, 0.8476189374923706, 0.78233802318573, 0.736267626285553, 0.762883722782135, 0.8834788203239441, 0.8072410225868225, 0.6755386590957642, 0.7721066474914551, 0.6918351054191589, 0.8249735236167908, 0.9163479208946228, 0.7496380805969238, 0.8054836392402649, 0.8139140605926514, 0.7763907313346863, 0.7792392373085022, 0.8332732319831848, 0.8421025276184082, 0.8649444580078125, 0.8013387322425842]	36	all	24
3	random	[0.8858924508094788, 0.8005951642990112, 0.8319260478019714, 0.7827056646347046, 0.8870267868041992, 0.8288204669952393, 0.7815801501274109, 0.7441288232803345, 0.8809841275215149, 0.7978705167770386, 0.72115159034729, 0.7865861058235168, 0.6999411582946777, 0.8229309916496277, 0.8999670147895813, 0.7152668833732605, 0.7957289218902588, 0.7402552366256714, 0.7745392918586731, 0.7438576221466064, 0.8237255215644836, 0.8343217372894287, 0.8246769309043884, 0.8453066349029541]	37	all	24
3	variance	[0.8684273958206177, 0.841145396232605, 0.8734976649284363, 0.7705121636390686, 0.8560351133346558, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8833645582199097, 0.8700715899467468, 0.7069004774093628, 0.7813766598701477, 0.7092939019203186, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.7863425612449646, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	37	all	24
3	variance_mc	[0.8388988375663757, 0.8194395899772644, 0.8696941137313843, 0.796684741973877, 0.8530075550079346, 0.777013897895813, 0.697363018989563, 0.7587072849273682, 0.8727778196334839, 0.8094946146011353, 0.6523715853691101, 0.7818623185157776, 0.708967924118042, 0.8198548555374146, 0.8927426338195801, 0.7558154463768005, 0.7961211800575256, 0.7959095239639282, 0.773502767086029, 0.7792165875434875, 0.8242154717445374, 0.8394330739974976, 0.8712943196296692, 0.7980003356933594]	37	all	24
3	log_det_mc	[0.8347132802009583, 0.7935724854469299, 0.8676221370697021, 0.8157221078872681, 0.8533921241760254, 0.7750057578086853, 0.7029529809951782, 0.7502404451370239, 0.8685798048973083, 0.8136206269264221, 0.6720873713493347, 0.7560876607894897, 0.6868587732315063, 0.8286336064338684, 0.8893440365791321, 0.7446644306182861, 0.7962211966514587, 0.7828723788261414, 0.7747413516044617, 0.7758694291114807, 0.8425410985946655, 0.8396796584129333, 0.8743041753768921, 0.810312032699585]	37	all	24
3	inverse_trace_mc	[0.8278543949127197, 0.7951145768165588, 0.8575572967529297, 0.8018019795417786, 0.8583461046218872, 0.779430627822876, 0.7053870558738708, 0.755720317363739, 0.8688147664070129, 0.8190385103225708, 0.6736893057823181, 0.7639966607093811, 0.6982058882713318, 0.8333288431167603, 0.8758079409599304, 0.7549790740013123, 0.8108620047569275, 0.8182371258735657, 0.7767064571380615, 0.7630917429924011, 0.8363537788391113, 0.8349927067756653, 0.8669760227203369, 0.800331175327301]	37	all	24
3	random	[0.8315907120704651, 0.8334869146347046, 0.8953096866607666, 0.7752367854118347, 0.8614811897277832, 0.8105191588401794, 0.7825765609741211, 0.7904437780380249, 0.8933489322662354, 0.8786172270774841, 0.7367196679115295, 0.8328104019165039, 0.7677643895149231, 0.9330575466156006, 0.9237856864929199, 0.7871926426887512, 0.8313271403312683, 0.7908915877342224, 0.844185471534729, 0.8125346302986145, 0.9030799865722656, 0.8794670104980469, 0.9531391263008118, 0.8398078680038452]	38	all	24
3	variance	[0.8684273958206177, 0.841145396232605, 0.8734976649284363, 0.7705121636390686, 0.8560351133346558, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8833678364753723, 0.8700715899467468, 0.7069004774093628, 0.7814491987228394, 0.7092939019203186, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.7863425612449646, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	38	all	24
3	variance_mc	[0.824542760848999, 0.79622483253479, 0.8672229647636414, 0.7997328042984009, 0.8539702296257019, 0.7783600687980652, 0.7055416107177734, 0.7594584226608276, 0.8782885074615479, 0.8153305053710938, 0.6545743942260742, 0.7634118795394897, 0.6921207904815674, 0.8943595290184021, 0.8823761940002441, 0.7562253475189209, 0.7963624596595764, 0.822654664516449, 0.779915452003479, 0.7631617784500122, 0.8307358622550964, 0.8387478590011597, 0.869860053062439, 0.8045552968978882]	38	all	24
3	log_det_mc	[0.8328678607940674, 0.7947880029678345, 0.8547532558441162, 0.8098204135894775, 0.8423563838005066, 0.786439836025238, 0.7145035862922668, 0.7672754526138306, 0.8744354844093323, 0.812511682510376, 0.6855188608169556, 0.7844308018684387, 0.7133018970489502, 0.856063961982727, 0.8864147663116455, 0.7396528720855713, 0.8116401433944702, 0.8125054240226746, 0.7715083956718445, 0.7691968083381653, 0.8289022445678711, 0.8195719718933105, 0.8652393817901611, 0.8076903223991394]	38	all	24
3	inverse_trace_mc	[0.830134391784668, 0.7775433659553528, 0.8586159348487854, 0.8097555041313171, 0.8473957180976868, 0.7778710126876831, 0.7077834606170654, 0.7596953511238098, 0.871319591999054, 0.8113021850585938, 0.657986581325531, 0.7759363651275635, 0.7003226280212402, 0.8842355608940125, 0.8932209610939026, 0.7415897250175476, 0.8099814057350159, 0.804002046585083, 0.7737799882888794, 0.7677801251411438, 0.8263965249061584, 0.8288664221763611, 0.8660920262336731, 0.8051115274429321]	38	all	24
3	random	[0.8759660720825195, 0.7027699947357178, 0.8072541356086731, 0.7084155082702637, 0.840946614742279, 0.8171653747558594, 0.6987285614013672, 0.7245961427688599, 0.922009289264679, 0.8136268258094788, 0.6763048768043518, 0.7653196454048157, 0.7149074077606201, 0.8341548442840576, 0.900348424911499, 0.6766109466552734, 0.8190563321113586, 0.7983566522598267, 0.7998543381690979, 0.7491908669471741, 0.7668249011039734, 0.8301084041595459, 0.8543654084205627, 0.7769834995269775]	39	all	24
3	variance	[0.8684273958206177, 0.8412735462188721, 0.8734976649284363, 0.7705121636390686, 0.8560351133346558, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8833974003791809, 0.8700715899467468, 0.7069004774093628, 0.7813766598701477, 0.7092939019203186, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.786444365978241, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	39	all	24
