n_task	metric	cos_err	iteration	roi	parcels	n_parcel
4	random	[0.8016814589500427, 0.8280723094940186, 0.8615228533744812, 0.751474142074585, 0.8655136823654175, 0.8009824752807617, 0.7388831377029419, 0.746438205242157, 0.862937867641449, 0.8346682786941528, 0.7033101320266724, 0.8478635549545288, 0.8231037855148315, 0.8061940670013428, 0.83525550365448, 0.7673152685165405, 0.8098640441894531, 0.7874021530151367, 0.8665077686309814, 0.79155433177948, 0.8000739812850952, 0.8504548668861389, 0.8692880868911743, 0.8025715947151184]	18	Non-Visual Cortex (Everything except visual)	4, 3b, 1, 2, 3a, 5m, 5mv, 5L, 6a, 6d, 6v, 6mp, 6ma, 6r, FEF, PEF, SCEF, 8Av, 8Ad, 8BM, 8BL, 8C, AIP, MIP, VIP, LIPd, LIPv, 7Pm, 7m, 7AL, 7Am, 7PC, IP0, IP1, IP2, PF, PFm, PFop, PFt, PGi, PGs, PGp, PFcm, p24, p24pr, 24dd, 24dv, a24, a24pr, 33pr, p32pr, a32pr, d32, s32, p32, 25, 9m, 9p, 9a, 9-46d, 46, a9-46v, p9-46v, 44, 45, 47l, 47s, 47m, a47r, p47r, IFJa, IFJp, IFSp, IFSa, 55b, 10r, 10v, 10d, a10p, p10p, 10pp, 11l, 13l, OFC, pOFC, AAIC, AVI, FOP1, FOP2, FOP3, FOP4, FOP5, MI, PoI1, PoI2, PI, RI, Ig, A1, A4, A5, TA2, PBelt, MBelt, LBelt, STGa, STSdp, STSda, STSvp, STSva, PSL, SFL, TGd, TGv, TE1a, TE1p, TE1m, TE2a, TE2p, TF, PHT, PH, TPOJ1, TPOJ2, TPOJ3, PGi, PGs, PGp, IP0, ProS, d23ab, v23ab, 23c, 23d, 31a, 31pd, 31pv, H, EC, PHA1, PHA2, PHA3, PeEc, PH, PreS	145
4	variance	[0.8128591775894165, 0.8193256258964539, 0.8976876735687256, 0.8054083585739136, 0.8277438282966614, 0.7951101064682007, 0.756463885307312, 0.7481316924095154, 0.831061601638794, 0.8378162384033203, 0.7591645121574402, 0.8552528619766235, 0.8010226488113403, 0.7916841506958008, 0.8615773916244507, 0.8045840263366699, 0.7739664912223816, 0.7789133787155151, 0.8695473670959473, 0.7981476783752441, 0.7851029634475708, 0.8413352966308594, 0.9031358361244202, 0.7906520962715149]	18	Non-Visual Cortex (Everything except visual)	4, 3b, 1, 2, 3a, 5m, 5mv, 5L, 6a, 6d, 6v, 6mp, 6ma, 6r, FEF, PEF, SCEF, 8Av, 8Ad, 8BM, 8BL, 8C, AIP, MIP, VIP, LIPd, LIPv, 7Pm, 7m, 7AL, 7Am, 7PC, IP0, IP1, IP2, PF, PFm, PFop, PFt, PGi, PGs, PGp, PFcm, p24, p24pr, 24dd, 24dv, a24, a24pr, 33pr, p32pr, a32pr, d32, s32, p32, 25, 9m, 9p, 9a, 9-46d, 46, a9-46v, p9-46v, 44, 45, 47l, 47s, 47m, a47r, p47r, IFJa, IFJp, IFSp, IFSa, 55b, 10r, 10v, 10d, a10p, p10p, 10pp, 11l, 13l, OFC, pOFC, AAIC, AVI, FOP1, FOP2, FOP3, FOP4, FOP5, MI, PoI1, PoI2, PI, RI, Ig, A1, A4, A5, TA2, PBelt, MBelt, LBelt, STGa, STSdp, STSda, STSvp, STSva, PSL, SFL, TGd, TGv, TE1a, TE1p, TE1m, TE2a, TE2p, TF, PHT, PH, TPOJ1, TPOJ2, TPOJ3, PGi, PGs, PGp, IP0, ProS, d23ab, v23ab, 23c, 23d, 31a, 31pd, 31pv, H, EC, PHA1, PHA2, PHA3, PeEc, PH, PreS	145
4	variance_mc	[0.7746159434318542, 0.7647116184234619, 0.8478432893753052, 0.6953213810920715, 0.7956135869026184, 0.7607079148292542, 0.7031831741333008, 0.7055497765541077, 0.8437138199806213, 0.8098474144935608, 0.6747382283210754, 0.8163625001907349, 0.7352427840232849, 0.7665244340896606, 0.813268780708313, 0.7157139778137207, 0.733862042427063, 0.7653710842132568, 0.8512359857559204, 0.7602636218070984, 0.7529716491699219, 0.8390531539916992, 0.8548262119293213, 0.7558016180992126]	18	Non-Visual Cortex (Everything except visual)	4, 3b, 1, 2, 3a, 5m, 5mv, 5L, 6a, 6d, 6v, 6mp, 6ma, 6r, FEF, PEF, SCEF, 8Av, 8Ad, 8BM, 8BL, 8C, AIP, MIP, VIP, LIPd, LIPv, 7Pm, 7m, 7AL, 7Am, 7PC, IP0, IP1, IP2, PF, PFm, PFop, PFt, PGi, PGs, PGp, PFcm, p24, p24pr, 24dd, 24dv, a24, a24pr, 33pr, p32pr, a32pr, d32, s32, p32, 25, 9m, 9p, 9a, 9-46d, 46, a9-46v, p9-46v, 44, 45, 47l, 47s, 47m, a47r, p47r, IFJa, IFJp, IFSp, IFSa, 55b, 10r, 10v, 10d, a10p, p10p, 10pp, 11l, 13l, OFC, pOFC, AAIC, AVI, FOP1, FOP2, FOP3, FOP4, FOP5, MI, PoI1, PoI2, PI, RI, Ig, A1, A4, A5, TA2, PBelt, MBelt, LBelt, STGa, STSdp, STSda, STSvp, STSva, PSL, SFL, TGd, TGv, TE1a, TE1p, TE1m, TE2a, TE2p, TF, PHT, PH, TPOJ1, TPOJ2, TPOJ3, PGi, PGs, PGp, IP0, ProS, d23ab, v23ab, 23c, 23d, 31a, 31pd, 31pv, H, EC, PHA1, PHA2, PHA3, PeEc, PH, PreS	145
4	log_det_mc	[0.7679216265678406, 0.7826508283615112, 0.8364214897155762, 0.6991927027702332, 0.8293437957763672, 0.7712309956550598, 0.6862463355064392, 0.7165935039520264, 0.8542450070381165, 0.8117786645889282, 0.6553816795349121, 0.8327714204788208, 0.7417469620704651, 0.7453591227531433, 0.8073132634162903, 0.7342483997344971, 0.724388599395752, 0.7678697109222412, 0.8658503890037537, 0.7612295746803284, 0.7438492774963379, 0.8160467147827148, 0.845556914806366, 0.7531319260597229]	18	Non-Visual Cortex (Everything except visual)	4, 3b, 1, 2, 3a, 5m, 5mv, 5L, 6a, 6d, 6v, 6mp, 6ma, 6r, FEF, PEF, SCEF, 8Av, 8Ad, 8BM, 8BL, 8C, AIP, MIP, VIP, LIPd, LIPv, 7Pm, 7m, 7AL, 7Am, 7PC, IP0, IP1, IP2, PF, PFm, PFop, PFt, PGi, PGs, PGp, PFcm, p24, p24pr, 24dd, 24dv, a24, a24pr, 33pr, p32pr, a32pr, d32, s32, p32, 25, 9m, 9p, 9a, 9-46d, 46, a9-46v, p9-46v, 44, 45, 47l, 47s, 47m, a47r, p47r, IFJa, IFJp, IFSp, IFSa, 55b, 10r, 10v, 10d, a10p, p10p, 10pp, 11l, 13l, OFC, pOFC, AAIC, AVI, FOP1, FOP2, FOP3, FOP4, FOP5, MI, PoI1, PoI2, PI, RI, Ig, A1, A4, A5, TA2, PBelt, MBelt, LBelt, STGa, STSdp, STSda, STSvp, STSva, PSL, SFL, TGd, TGv, TE1a, TE1p, TE1m, TE2a, TE2p, TF, PHT, PH, TPOJ1, TPOJ2, TPOJ3, PGi, PGs, PGp, IP0, ProS, d23ab, v23ab, 23c, 23d, 31a, 31pd, 31pv, H, EC, PHA1, PHA2, PHA3, PeEc, PH, PreS	145
4	inverse_trace_mc	[0.7817250490188599, 0.7626849412918091, 0.8547466993331909, 0.7081649899482727, 0.7992085218429565, 0.7739138603210449, 0.7023596167564392, 0.7004791498184204, 0.838609516620636, 0.817122220993042, 0.6692641377449036, 0.833071231842041, 0.7559093832969666, 0.7584972977638245, 0.8033268451690674, 0.7426472306251526, 0.7225339412689209, 0.7664647102355957, 0.863440215587616, 0.7531155347824097, 0.7576255202293396, 0.8212311267852783, 0.859438419342041, 0.758705735206604]	18	Non-Visual Cortex (Everything except visual)	4, 3b, 1, 2, 3a, 5m, 5mv, 5L, 6a, 6d, 6v, 6mp, 6ma, 6r, FEF, PEF, SCEF, 8Av, 8Ad, 8BM, 8BL, 8C, AIP, MIP, VIP, LIPd, LIPv, 7Pm, 7m, 7AL, 7Am, 7PC, IP0, IP1, IP2, PF, PFm, PFop, PFt, PGi, PGs, PGp, PFcm, p24, p24pr, 24dd, 24dv, a24, a24pr, 33pr, p32pr, a32pr, d32, s32, p32, 25, 9m, 9p, 9a, 9-46d, 46, a9-46v, p9-46v, 44, 45, 47l, 47s, 47m, a47r, p47r, IFJa, IFJp, IFSp, IFSa, 55b, 10r, 10v, 10d, a10p, p10p, 10pp, 11l, 13l, OFC, pOFC, AAIC, AVI, FOP1, FOP2, FOP3, FOP4, FOP5, MI, PoI1, PoI2, PI, RI, Ig, A1, A4, A5, TA2, PBelt, MBelt, LBelt, STGa, STSdp, STSda, STSvp, STSva, PSL, SFL, TGd, TGv, TE1a, TE1p, TE1m, TE2a, TE2p, TF, PHT, PH, TPOJ1, TPOJ2, TPOJ3, PGi, PGs, PGp, IP0, ProS, d23ab, v23ab, 23c, 23d, 31a, 31pd, 31pv, H, EC, PHA1, PHA2, PHA3, PeEc, PH, PreS	145
4	random	[0.8125914335250854, 0.8069394826889038, 0.8740062117576599, 0.7773444652557373, 0.830003023147583, 0.8385915160179138, 0.7652250528335571, 0.7844664454460144, 0.8746324777603149, 0.858394205570221, 0.7319690585136414, 0.8727562427520752, 0.8505184650421143, 0.827294111251831, 0.8463019728660583, 0.7880601286888123, 0.7991634607315063, 0.8189902305603027, 0.8817101716995239, 0.840579092502594, 0.8129115104675293, 0.8482192754745483, 0.9179396629333496, 0.837776780128479]	19	Non-Visual Cortex (Everything except visual)	4, 3b, 1, 2, 3a, 5m, 5mv, 5L, 6a, 6d, 6v, 6mp, 6ma, 6r, FEF, PEF, SCEF, 8Av, 8Ad, 8BM, 8BL, 8C, AIP, MIP, VIP, LIPd, LIPv, 7Pm, 7m, 7AL, 7Am, 7PC, IP0, IP1, IP2, PF, PFm, PFop, PFt, PGi, PGs, PGp, PFcm, p24, p24pr, 24dd, 24dv, a24, a24pr, 33pr, p32pr, a32pr, d32, s32, p32, 25, 9m, 9p, 9a, 9-46d, 46, a9-46v, p9-46v, 44, 45, 47l, 47s, 47m, a47r, p47r, IFJa, IFJp, IFSp, IFSa, 55b, 10r, 10v, 10d, a10p, p10p, 10pp, 11l, 13l, OFC, pOFC, AAIC, AVI, FOP1, FOP2, FOP3, FOP4, FOP5, MI, PoI1, PoI2, PI, RI, Ig, A1, A4, A5, TA2, PBelt, MBelt, LBelt, STGa, STSdp, STSda, STSvp, STSva, PSL, SFL, TGd, TGv, TE1a, TE1p, TE1m, TE2a, TE2p, TF, PHT, PH, TPOJ1, TPOJ2, TPOJ3, PGi, PGs, PGp, IP0, ProS, d23ab, v23ab, 23c, 23d, 31a, 31pd, 31pv, H, EC, PHA1, PHA2, PHA3, PeEc, PH, PreS	145
4	variance	[0.8166245222091675, 0.8089917898178101, 0.894295871257782, 0.7637568116188049, 0.8298698663711548, 0.7962788343429565, 0.7514628767967224, 0.7591601014137268, 0.8578559756278992, 0.8602765202522278, 0.7568538188934326, 0.8776874542236328, 0.8083997964859009, 0.8306846022605896, 0.8604427576065063, 0.7718877792358398, 0.8079367280006409, 0.8266782164573669, 0.8736098408699036, 0.8186379075050354, 0.7916317582130432, 0.8515231013298035, 0.888998806476593, 0.8352054357528687]	19	Non-Visual Cortex (Everything except visual)	4, 3b, 1, 2, 3a, 5m, 5mv, 5L, 6a, 6d, 6v, 6mp, 6ma, 6r, FEF, PEF, SCEF, 8Av, 8Ad, 8BM, 8BL, 8C, AIP, MIP, VIP, LIPd, LIPv, 7Pm, 7m, 7AL, 7Am, 7PC, IP0, IP1, IP2, PF, PFm, PFop, PFt, PGi, PGs, PGp, PFcm, p24, p24pr, 24dd, 24dv, a24, a24pr, 33pr, p32pr, a32pr, d32, s32, p32, 25, 9m, 9p, 9a, 9-46d, 46, a9-46v, p9-46v, 44, 45, 47l, 47s, 47m, a47r, p47r, IFJa, IFJp, IFSp, IFSa, 55b, 10r, 10v, 10d, a10p, p10p, 10pp, 11l, 13l, OFC, pOFC, AAIC, AVI, FOP1, FOP2, FOP3, FOP4, FOP5, MI, PoI1, PoI2, PI, RI, Ig, A1, A4, A5, TA2, PBelt, MBelt, LBelt, STGa, STSdp, STSda, STSvp, STSva, PSL, SFL, TGd, TGv, TE1a, TE1p, TE1m, TE2a, TE2p, TF, PHT, PH, TPOJ1, TPOJ2, TPOJ3, PGi, PGs, PGp, IP0, ProS, d23ab, v23ab, 23c, 23d, 31a, 31pd, 31pv, H, EC, PHA1, PHA2, PHA3, PeEc, PH, PreS	145
4	variance_mc	[0.758148193359375, 0.7840470671653748, 0.8355082869529724, 0.703513503074646, 0.8063919544219971, 0.7647425532341003, 0.7004842758178711, 0.7092133164405823, 0.8309099674224854, 0.8252831101417542, 0.6722967624664307, 0.8131328821182251, 0.7362728118896484, 0.7629942893981934, 0.8119997382164001, 0.7174458503723145, 0.7196980714797974, 0.7701177597045898, 0.891205906867981, 0.7654125690460205, 0.7453828454017639, 0.8373646140098572, 0.8534024357795715, 0.7509759068489075]	19	Non-Visual Cortex (Everything except visual)	4, 3b, 1, 2, 3a, 5m, 5mv, 5L, 6a, 6d, 6v, 6mp, 6ma, 6r, FEF, PEF, SCEF, 8Av, 8Ad, 8BM, 8BL, 8C, AIP, MIP, VIP, LIPd, LIPv, 7Pm, 7m, 7AL, 7Am, 7PC, IP0, IP1, IP2, PF, PFm, PFop, PFt, PGi, PGs, PGp, PFcm, p24, p24pr, 24dd, 24dv, a24, a24pr, 33pr, p32pr, a32pr, d32, s32, p32, 25, 9m, 9p, 9a, 9-46d, 46, a9-46v, p9-46v, 44, 45, 47l, 47s, 47m, a47r, p47r, IFJa, IFJp, IFSp, IFSa, 55b, 10r, 10v, 10d, a10p, p10p, 10pp, 11l, 13l, OFC, pOFC, AAIC, AVI, FOP1, FOP2, FOP3, FOP4, FOP5, MI, PoI1, PoI2, PI, RI, Ig, A1, A4, A5, TA2, PBelt, MBelt, LBelt, STGa, STSdp, STSda, STSvp, STSva, PSL, SFL, TGd, TGv, TE1a, TE1p, TE1m, TE2a, TE2p, TF, PHT, PH, TPOJ1, TPOJ2, TPOJ3, PGi, PGs, PGp, IP0, ProS, d23ab, v23ab, 23c, 23d, 31a, 31pd, 31pv, H, EC, PHA1, PHA2, PHA3, PeEc, PH, PreS	145
4	log_det_mc	[0.7625353932380676, 0.7760037779808044, 0.837594747543335, 0.698817253112793, 0.8246342539787292, 0.7844133377075195, 0.7111878991127014, 0.7111849188804626, 0.8401406407356262, 0.8268172144889832, 0.666421115398407, 0.814612627029419, 0.7598315477371216, 0.7747434377670288, 0.80886310338974, 0.7181788086891174, 0.7166266441345215, 0.7769485116004944, 0.9000382423400879, 0.775888979434967, 0.744085967540741, 0.8507788181304932, 0.8730795979499817, 0.7544545531272888]	19	Non-Visual Cortex (Everything except visual)	4, 3b, 1, 2, 3a, 5m, 5mv, 5L, 6a, 6d, 6v, 6mp, 6ma, 6r, FEF, PEF, SCEF, 8Av, 8Ad, 8BM, 8BL, 8C, AIP, MIP, VIP, LIPd, LIPv, 7Pm, 7m, 7AL, 7Am, 7PC, IP0, IP1, IP2, PF, PFm, PFop, PFt, PGi, PGs, PGp, PFcm, p24, p24pr, 24dd, 24dv, a24, a24pr, 33pr, p32pr, a32pr, d32, s32, p32, 25, 9m, 9p, 9a, 9-46d, 46, a9-46v, p9-46v, 44, 45, 47l, 47s, 47m, a47r, p47r, IFJa, IFJp, IFSp, IFSa, 55b, 10r, 10v, 10d, a10p, p10p, 10pp, 11l, 13l, OFC, pOFC, AAIC, AVI, FOP1, FOP2, FOP3, FOP4, FOP5, MI, PoI1, PoI2, PI, RI, Ig, A1, A4, A5, TA2, PBelt, MBelt, LBelt, STGa, STSdp, STSda, STSvp, STSva, PSL, SFL, TGd, TGv, TE1a, TE1p, TE1m, TE2a, TE2p, TF, PHT, PH, TPOJ1, TPOJ2, TPOJ3, PGi, PGs, PGp, IP0, ProS, d23ab, v23ab, 23c, 23d, 31a, 31pd, 31pv, H, EC, PHA1, PHA2, PHA3, PeEc, PH, PreS	145
4	inverse_trace_mc	[0.8056010603904724, 0.8086597323417664, 0.8681389689445496, 0.7237181067466736, 0.8449599146842957, 0.7711709141731262, 0.6961608529090881, 0.7190064787864685, 0.8695862293243408, 0.8315936326980591, 0.6956757307052612, 0.8468804955482483, 0.7880169153213501, 0.7970616221427917, 0.8433910608291626, 0.7443618774414062, 0.761350691318512, 0.8034346103668213, 0.8957697749137878, 0.7878652811050415, 0.7508761882781982, 0.8628489375114441, 0.8732112050056458, 0.7870011329650879]	19	Non-Visual Cortex (Everything except visual)	4, 3b, 1, 2, 3a, 5m, 5mv, 5L, 6a, 6d, 6v, 6mp, 6ma, 6r, FEF, PEF, SCEF, 8Av, 8Ad, 8BM, 8BL, 8C, AIP, MIP, VIP, LIPd, LIPv, 7Pm, 7m, 7AL, 7Am, 7PC, IP0, IP1, IP2, PF, PFm, PFop, PFt, PGi, PGs, PGp, PFcm, p24, p24pr, 24dd, 24dv, a24, a24pr, 33pr, p32pr, a32pr, d32, s32, p32, 25, 9m, 9p, 9a, 9-46d, 46, a9-46v, p9-46v, 44, 45, 47l, 47s, 47m, a47r, p47r, IFJa, IFJp, IFSp, IFSa, 55b, 10r, 10v, 10d, a10p, p10p, 10pp, 11l, 13l, OFC, pOFC, AAIC, AVI, FOP1, FOP2, FOP3, FOP4, FOP5, MI, PoI1, PoI2, PI, RI, Ig, A1, A4, A5, TA2, PBelt, MBelt, LBelt, STGa, STSdp, STSda, STSvp, STSva, PSL, SFL, TGd, TGv, TE1a, TE1p, TE1m, TE2a, TE2p, TF, PHT, PH, TPOJ1, TPOJ2, TPOJ3, PGi, PGs, PGp, IP0, ProS, d23ab, v23ab, 23c, 23d, 31a, 31pd, 31pv, H, EC, PHA1, PHA2, PHA3, PeEc, PH, PreS	145
5	random	[0.8298237323760986, 0.834662675857544, 0.9123590588569641, 0.8381505012512207, 0.8615031242370605, 0.8324913382530212, 0.7877965569496155, 0.7743456959724426, 0.8431035876274109, 0.8551830053329468, 0.7606768608093262, 0.8863606452941895, 0.8353436589241028, 0.8300210237503052, 0.8715255260467529, 0.8067803382873535, 0.7888426780700684, 0.8253771662712097, 0.8925400376319885, 0.8294970989227295, 0.8215984106063843, 0.8665180206298828, 0.9386628270149231, 0.8223289251327515]	0	Non-Visual Cortex (Everything except visual)	4, 3b, 1, 2, 3a, 5m, 5mv, 5L, 6a, 6d, 6v, 6mp, 6ma, 6r, FEF, PEF, SCEF, 8Av, 8Ad, 8BM, 8BL, 8C, AIP, MIP, VIP, LIPd, LIPv, 7Pm, 7m, 7AL, 7Am, 7PC, IP0, IP1, IP2, PF, PFm, PFop, PFt, PGi, PGs, PGp, PFcm, p24, p24pr, 24dd, 24dv, a24, a24pr, 33pr, p32pr, a32pr, d32, s32, p32, 25, 9m, 9p, 9a, 9-46d, 46, a9-46v, p9-46v, 44, 45, 47l, 47s, 47m, a47r, p47r, IFJa, IFJp, IFSp, IFSa, 55b, 10r, 10v, 10d, a10p, p10p, 10pp, 11l, 13l, OFC, pOFC, AAIC, AVI, FOP1, FOP2, FOP3, FOP4, FOP5, MI, PoI1, PoI2, PI, RI, Ig, A1, A4, A5, TA2, PBelt, MBelt, LBelt, STGa, STSdp, STSda, STSvp, STSva, PSL, SFL, TGd, TGv, TE1a, TE1p, TE1m, TE2a, TE2p, TF, PHT, PH, TPOJ1, TPOJ2, TPOJ3, PGi, PGs, PGp, IP0, ProS, d23ab, v23ab, 23c, 23d, 31a, 31pd, 31pv, H, EC, PHA1, PHA2, PHA3, PeEc, PH, PreS	145
5	variance	[0.8279258608818054, 0.8366193175315857, 0.904157817363739, 0.7979856133460999, 0.8597860932350159, 0.8668175339698792, 0.7884086966514587, 0.8080198168754578, 0.8438682556152344, 0.8840621113777161, 0.7898047566413879, 0.8835493326187134, 0.8221839666366577, 0.8204477429389954, 0.8692668676376343, 0.8205258250236511, 0.799395740032196, 0.8213911056518555, 0.8846131563186646, 0.8341658711433411, 0.8222323656082153, 0.8996942639350891, 0.9388697147369385, 0.8121140599250793]	0	Non-Visual Cortex (Everything except visual)	4, 3b, 1, 2, 3a, 5m, 5mv, 5L, 6a, 6d, 6v, 6mp, 6ma, 6r, FEF, PEF, SCEF, 8Av, 8Ad, 8BM, 8BL, 8C, AIP, MIP, VIP, LIPd, LIPv, 7Pm, 7m, 7AL, 7Am, 7PC, IP0, IP1, IP2, PF, PFm, PFop, PFt, PGi, PGs, PGp, PFcm, p24, p24pr, 24dd, 24dv, a24, a24pr, 33pr, p32pr, a32pr, d32, s32, p32, 25, 9m, 9p, 9a, 9-46d, 46, a9-46v, p9-46v, 44, 45, 47l, 47s, 47m, a47r, p47r, IFJa, IFJp, IFSp, IFSa, 55b, 10r, 10v, 10d, a10p, p10p, 10pp, 11l, 13l, OFC, pOFC, AAIC, AVI, FOP1, FOP2, FOP3, FOP4, FOP5, MI, PoI1, PoI2, PI, RI, Ig, A1, A4, A5, TA2, PBelt, MBelt, LBelt, STGa, STSdp, STSda, STSvp, STSva, PSL, SFL, TGd, TGv, TE1a, TE1p, TE1m, TE2a, TE2p, TF, PHT, PH, TPOJ1, TPOJ2, TPOJ3, PGi, PGs, PGp, IP0, ProS, d23ab, v23ab, 23c, 23d, 31a, 31pd, 31pv, H, EC, PHA1, PHA2, PHA3, PeEc, PH, PreS	145
5	variance_mc	[0.7882878184318542, 0.7563340663909912, 0.8473490476608276, 0.6937904357910156, 0.7987965941429138, 0.7505837678909302, 0.6821874976158142, 0.7065213918685913, 0.8438135981559753, 0.7889346480369568, 0.6900929808616638, 0.8261011838912964, 0.7464845776557922, 0.7338330745697021, 0.8030984401702881, 0.7496281862258911, 0.7424986958503723, 0.7292872667312622, 0.8590124249458313, 0.7574023008346558, 0.7649916410446167, 0.797781229019165, 0.8448416590690613, 0.7637634873390198]	0	Non-Visual Cortex (Everything except visual)	4, 3b, 1, 2, 3a, 5m, 5mv, 5L, 6a, 6d, 6v, 6mp, 6ma, 6r, FEF, PEF, SCEF, 8Av, 8Ad, 8BM, 8BL, 8C, AIP, MIP, VIP, LIPd, LIPv, 7Pm, 7m, 7AL, 7Am, 7PC, IP0, IP1, IP2, PF, PFm, PFop, PFt, PGi, PGs, PGp, PFcm, p24, p24pr, 24dd, 24dv, a24, a24pr, 33pr, p32pr, a32pr, d32, s32, p32, 25, 9m, 9p, 9a, 9-46d, 46, a9-46v, p9-46v, 44, 45, 47l, 47s, 47m, a47r, p47r, IFJa, IFJp, IFSp, IFSa, 55b, 10r, 10v, 10d, a10p, p10p, 10pp, 11l, 13l, OFC, pOFC, AAIC, AVI, FOP1, FOP2, FOP3, FOP4, FOP5, MI, PoI1, PoI2, PI, RI, Ig, A1, A4, A5, TA2, PBelt, MBelt, LBelt, STGa, STSdp, STSda, STSvp, STSva, PSL, SFL, TGd, TGv, TE1a, TE1p, TE1m, TE2a, TE2p, TF, PHT, PH, TPOJ1, TPOJ2, TPOJ3, PGi, PGs, PGp, IP0, ProS, d23ab, v23ab, 23c, 23d, 31a, 31pd, 31pv, H, EC, PHA1, PHA2, PHA3, PeEc, PH, PreS	145
5	log_det_mc	[0.7705198526382446, 0.7572313547134399, 0.8475935459136963, 0.7454382181167603, 0.8222033977508545, 0.7842021584510803, 0.699940025806427, 0.7061550617218018, 0.85625821352005, 0.8016682267189026, 0.6612252593040466, 0.8266705274581909, 0.7607319355010986, 0.7704094648361206, 0.8599914312362671, 0.7659228444099426, 0.7406978607177734, 0.7328242063522339, 0.8526908755302429, 0.7307431101799011, 0.7687665224075317, 0.8210808634757996, 0.8819118738174438, 0.7511436343193054]	0	Non-Visual Cortex (Everything except visual)	4, 3b, 1, 2, 3a, 5m, 5mv, 5L, 6a, 6d, 6v, 6mp, 6ma, 6r, FEF, PEF, SCEF, 8Av, 8Ad, 8BM, 8BL, 8C, AIP, MIP, VIP, LIPd, LIPv, 7Pm, 7m, 7AL, 7Am, 7PC, IP0, IP1, IP2, PF, PFm, PFop, PFt, PGi, PGs, PGp, PFcm, p24, p24pr, 24dd, 24dv, a24, a24pr, 33pr, p32pr, a32pr, d32, s32, p32, 25, 9m, 9p, 9a, 9-46d, 46, a9-46v, p9-46v, 44, 45, 47l, 47s, 47m, a47r, p47r, IFJa, IFJp, IFSp, IFSa, 55b, 10r, 10v, 10d, a10p, p10p, 10pp, 11l, 13l, OFC, pOFC, AAIC, AVI, FOP1, FOP2, FOP3, FOP4, FOP5, MI, PoI1, PoI2, PI, RI, Ig, A1, A4, A5, TA2, PBelt, MBelt, LBelt, STGa, STSdp, STSda, STSvp, STSva, PSL, SFL, TGd, TGv, TE1a, TE1p, TE1m, TE2a, TE2p, TF, PHT, PH, TPOJ1, TPOJ2, TPOJ3, PGi, PGs, PGp, IP0, ProS, d23ab, v23ab, 23c, 23d, 31a, 31pd, 31pv, H, EC, PHA1, PHA2, PHA3, PeEc, PH, PreS	145
5	inverse_trace_mc	[0.7526274919509888, 0.7453784346580505, 0.8392959237098694, 0.7280088067054749, 0.8201647400856018, 0.7555723786354065, 0.6967892050743103, 0.6958414316177368, 0.852974534034729, 0.7885863780975342, 0.6773339509963989, 0.8111009001731873, 0.7718326449394226, 0.7698563933372498, 0.8312622308731079, 0.7469428181648254, 0.7633532285690308, 0.7295327186584473, 0.8220571279525757, 0.7551491260528564, 0.7624585628509521, 0.8543116450309753, 0.8706746101379395, 0.7858238220214844]	0	Non-Visual Cortex (Everything except visual)	4, 3b, 1, 2, 3a, 5m, 5mv, 5L, 6a, 6d, 6v, 6mp, 6ma, 6r, FEF, PEF, SCEF, 8Av, 8Ad, 8BM, 8BL, 8C, AIP, MIP, VIP, LIPd, LIPv, 7Pm, 7m, 7AL, 7Am, 7PC, IP0, IP1, IP2, PF, PFm, PFop, PFt, PGi, PGs, PGp, PFcm, p24, p24pr, 24dd, 24dv, a24, a24pr, 33pr, p32pr, a32pr, d32, s32, p32, 25, 9m, 9p, 9a, 9-46d, 46, a9-46v, p9-46v, 44, 45, 47l, 47s, 47m, a47r, p47r, IFJa, IFJp, IFSp, IFSa, 55b, 10r, 10v, 10d, a10p, p10p, 10pp, 11l, 13l, OFC, pOFC, AAIC, AVI, FOP1, FOP2, FOP3, FOP4, FOP5, MI, PoI1, PoI2, PI, RI, Ig, A1, A4, A5, TA2, PBelt, MBelt, LBelt, STGa, STSdp, STSda, STSvp, STSva, PSL, SFL, TGd, TGv, TE1a, TE1p, TE1m, TE2a, TE2p, TF, PHT, PH, TPOJ1, TPOJ2, TPOJ3, PGi, PGs, PGp, IP0, ProS, d23ab, v23ab, 23c, 23d, 31a, 31pd, 31pv, H, EC, PHA1, PHA2, PHA3, PeEc, PH, PreS	145
